date,product
2017-10-11,sz159915
2017-10-12,sz159915
2017-10-13,sz159915
2017-10-16,sz159915
2017-10-17,sh510050
2017-10-18,sh510050
2017-10-19,sh510050
2017-10-20,sh510050
2017-10-23,sh510050
2017-10-24,sh510050
2017-10-25,sh510050
2017-10-26,sh510050
2017-10-27,sh510050
2017-10-30,sh510050
2017-10-31,sh510050
2017-11-01,sh510050
2017-11-02,sh510050
2017-11-03,sh510050
2017-11-06,sh510050
2017-11-07,sh510050
2017-11-08,sh510050
2017-11-09,sh510050
2017-11-10,sh510050
2017-11-13,sh510050
2017-11-14,sh510050
2017-11-15,sh510050
2017-11-16,sh510050
2017-11-17,sh510050
2017-11-20,sh510050
2017-11-21,sh510050
2017-11-22,sh510050
2017-11-23,sh510050
2017-11-24,sh510050
2017-11-27,sh510050
2017-11-28,sh510050
2017-11-29,sh510050
2017-11-30,sh510050
2017-12-01,sh510050
2017-12-04,sh510050
2017-12-05,sh510050
2017-12-06,sh510050
2017-12-07,sh511010
2017-12-08,sh510050
2017-12-11,sh510050
2017-12-12,sh511010
2017-12-13,sh510050
2017-12-14,sh511010
2017-12-15,sh511010
2017-12-18,sh511010
2017-12-19,sh511010
2017-12-20,sh511010
2017-12-21,sh511010
2017-12-22,sh511010
2017-12-25,sh511010
2017-12-26,sh511010
2017-12-27,sh511010
2017-12-28,sh511010
2017-12-29,sh511010
2018-01-02,sh511010
2018-01-03,sz159915
2018-01-04,sz159915
2018-01-05,sh510050
2018-01-08,sh510050
2018-01-09,sh510050
2018-01-10,sh510050
2018-01-11,sh510050
2018-01-12,sh510050
2018-01-15,sh510050
2018-01-16,sh510050
2018-01-17,sh510050
2018-01-18,sh510050
2018-01-19,sh510050
2018-01-22,sh510050
2018-01-23,sh510050
2018-01-24,sh510050
2018-01-25,sh510050
2018-01-26,sh510050
2018-01-29,sh510050
2018-01-30,sh510050
2018-01-31,sh510050
2018-02-01,sh510050
2018-02-02,sh510050
2018-02-05,sh510050
2018-02-06,sh510050
2018-02-07,sh510050
2018-02-08,sh510050
2018-02-09,sh511010
2018-02-12,sh511010
2018-02-13,sh511010
2018-02-14,sh511010
2018-02-22,sh511010
2018-02-23,sh511010
2018-02-26,sh511010
2018-02-27,sh511010
2018-02-28,sz159915
2018-03-01,sz159915
2018-03-02,sz159915
2018-03-05,sz159915
2018-03-06,sz159915
2018-03-07,sh511010
2018-03-08,sh511010
2018-03-09,sz159915
2018-03-12,sz159915
2018-03-13,sz159915
2018-03-14,sz159915
2018-03-15,sz159915
2018-03-16,sz159915
2018-03-19,sz159915
2018-03-20,sz159915
2018-03-21,sz159915
2018-03-22,sz159915
2018-03-23,sz159915
2018-03-26,sz159915
2018-03-27,sz159915
2018-03-28,sz159915
2018-03-29,sz159915
2018-03-30,sz159915
2018-04-02,sz159915
2018-04-03,sz159915
2018-04-04,sz159915
2018-04-09,sz159915
2018-04-10,sz159915
2018-04-11,sz159915
2018-04-12,sz159915
2018-04-13,sz159915
2018-04-16,sz159915
2018-04-17,sh511010
2018-04-18,sz159915
2018-04-19,sh511010
2018-04-20,sh511010
2018-04-23,sh511010
2018-04-24,sh511010
2018-04-25,sh511010
2018-04-26,sh511010
2018-04-27,sh511010
2018-05-02,sh511010
2018-05-03,sh511010
2018-05-04,sh511010
2018-05-07,sz159915
2018-05-08,sz159915
2018-05-09,sz159915
2018-05-10,sz159915
2018-05-11,sh511010
2018-05-14,sh510050
2018-05-15,sh510050
2018-05-16,sh511010
2018-05-17,sh511010
2018-05-18,sh510050
2018-05-21,sz159915
2018-05-22,sz159915
